SENTENCE #,WORD,POS_TAG
17,/,PUNCT
17,RTSH,PROPN
17,/,PUNCT
18,"""",PUNCT
18,Hit,PROPN
18,List,PROPN
18,Albania,PROPN
18,"""",PUNCT
18,-,PUNCT
18,Mahmutaj,PROPN
18,:,PUNCT
18,Redaksia,NOUN
18,muzikore,ADJ
18,zgjedh,VERB
18,këngët,NOUN
18,.,PUNCT
19,Të,PART
19,ftuar,VERB
19,në,ADP
19,emisionin,NOUN
19,"""",PUNCT
19,Jetë,VERB
19,Shqiptare,PROPN
19,"""",PUNCT
19,",",PUNCT
19,dy,NUM
19,moderatorët,NOUN
19,",",PUNCT
19,Gerta,PROPN
19,Mahmutaj,PROPN
19,si,SCONJ
19,edhe,CCONJ
19,Ermal,PROPN
19,Peçi,PROPN
19,treguan,VERB
19,më,PART
19,shumë,ADV
19,rreth,ADP
19,programit,NOUN
19,",",PUNCT
19,mënyrën,NOUN
19,e,DET
19,votimeve,NOUN
19,dhe,CCONJ
19,renditjen,NOUN
19,sipas,ADP
19,klasifikimeve,NOUN
19,.,PUNCT
20,Moderatorja,NOUN
20,dhe,CCONJ
20,këngëtarja,NOUN
20,Mahmutaj,PROPN
20,tha,VERB
20,se,SCONJ
20,redaksia,NOUN
20,muzikore,ADJ
20,është,VERB
20,përgjegjëse,NOUN
20,e,DET
20,listës,NOUN
20,së,DET
20,këngëve,NOUN
20,",",PUNCT
20,ndërsa,CCONJ
20,ata,PRON
20,bëjnë,VERB
20,propozimet,NOUN
20,e,DET
20,çdo,PRON
20,javë,NOUN
20,të,DET
20,këngëve,NOUN
20,"""",PUNCT
20,IN,PROPN
20,"""",PUNCT
20,dhe,CCONJ
20,ato,PRON
20,"""",PUNCT
20,Retro,PROPN
20,"""",PUNCT
20,.,PUNCT
21,Ajo,PRON
21,theksoi,VERB
21,se,SCONJ
21,klasifikimi,NOUN
21,është,VERB
21,totalisht,ADV
21,në,ADP
21,dorën,NOUN
21,e,DET
21,publikut,NOUN
21,.,PUNCT
22,"""",PUNCT
22,Redaksia,PROPN
22,muzikore,ADJ
22,është,VERB
22,përgjegjëse,NOUN
22,ne,PRON
22,bëjmë,VERB
22,propozimet,NOUN
22,e,CCONJ
22,çdo,PRON
22,javë,NOUN
22,të,DET
22,këngëve,NOUN
22,"""",PUNCT
22,IN,PROPN
22,"""",PUNCT
22,dhe,CCONJ
22,ato,PRON
22,"""",PUNCT
22,Retro,PROPN
22,.,PUNCT
23,Këngët,NOUN
23,"""",PUNCT
23,IN,PROPN
23,"""",PUNCT
23,janë,VERB
23,tendencat,NOUN
23,më,PART
23,të,DET
23,fundit,ADJ
23,muzikore,ADJ
23,ndërsa,CCONJ
23,ato,PRON
23,"""",PUNCT
23,Retro,PROPN
23,"""",PUNCT
23,i,PRON
23,referohemi,VERB
23,kryesisht,ADV
23,këngëve,NOUN
23,të,DET
23,festivalit,NOUN
23,të,DET
23,dekadës,NOUN
23,së,DET
23,fundit,ADJ
23,.,PUNCT
24,Klasifikimi,NOUN
24,është,VERB
24,totalisht,ADV
24,në,ADP
24,dorën,NOUN
24,e,DET
24,publikut,NOUN
24,dhe,CCONJ
24,të,DET
24,teleshikuesve,NOUN
24,që,PRON
24,ndjekin,VERB
24,propozimet,NOUN
24,që,PRON
24,bëhen,VERB
24,nga,ADP
24,redaksia,NOUN
24,",",PUNCT
24,por,CCONJ
24,sigurisht,ADV
24,dhe,CCONJ
24,të,DET
24,këngëve,NOUN
24,që,PRON
24,ata,PRON
24,pëlqejnë,VERB
24,"""",PUNCT
24,",",PUNCT
24,tha,VERB
24,Mahmutaj,PROPN
24,.,PUNCT
25,Më,PART
25,tej,ADV
25,moderatori,NOUN
25,Ermal,PROPN
25,Peçi,PROPN
25,ka,AUX
25,treguar,VERB
25,se,SCONJ
25,si,SCONJ
25,përzgjidhet,VERB
25,kënga,NOUN
25,më,PART
25,e,DET
25,pëlqyer,ADJ
25,nga,ADP
25,publiku,NOUN
25,.,PUNCT
26,Ka,VERB
26,pasur,VERB
26,votime,NOUN
26,shumë,ADV
26,të,DET
26,ndjeshme,ADJ
26,",",PUNCT
26,çka,PRON
26,bën,VERB
26,dhe,CCONJ
26,shumatorin,NOUN
26,e,DET
26,klikimeve,NOUN
26,në,ADP
26,kanalin,NOUN
26,Youtube,PROPN
26,.,PUNCT
27,"""",PUNCT
27,Hit,NOUN
27,List,PROPN
27,Albania,PROPN
27,"""",PUNCT
27,sjell,VERB
27,dy,NUM
27,parada,NOUN
27,muzikore,ADJ
27,"""",PUNCT
27,Retro,PROPN
27,"""",PUNCT
27,dhe,CCONJ
27,"""",PUNCT
27,IN,PUNCT
27,"""",PUNCT
27,duke,PART
27,dashur,VERB
27,jo,PART
27,vetëm,PART
27,të,PART
27,rikthejë,VERB
27,në,ADP
27,vëmendje,NOUN
27,këngët,NOUN
27,aq,ADV
27,të,DET
27,dashura,ADJ
27,të,DET
27,festivaleve,NOUN
27,në,ADP
27,RTSH,PROPN
27,",",PUNCT
27,por,CCONJ
27,të,PART
27,jetë,VERB
27,edhe,PART
27,dritarja,NOUN
27,e,DET
27,promovimit,NOUN
27,të,DET
27,muzikës,NOUN
27,moderne,ADJ
27,.,PUNCT
28,Princi,NOUN
28,Albert,PROPN
28,edhe,CCONJ
28,pse,SCONJ
28,i,DET
28,martuar,ADJ
28,dashurohet,VERB
28,me,ADP
28,një,DET
28,vajzë,NOUN
28,të,DET
28,thjeshtë,ADJ
28,Zhizel,PROPN
28,me,ADP
28,të,DET
28,cilën,PRON
28,përjeton,VERB
28,emocione,NOUN
28,të,DET
28,forta,ADJ
28,.,PUNCT
29,Por,CCONJ
29,historia,NOUN
29,merr,VERB
29,një,DET
29,kthesë,NOUN
29,tragjike,ADJ
29,kur,SCONJ
29,Zhizel,PROPN
29,kupton,VERB
29,se,SCONJ
29,Alberti,PROPN
29,është,VERB
29,një,DET
29,princ,NOUN
29,i,DET
29,martuar,ADJ
29,",",PUNCT
29,e,CCONJ
29,ndërsa,CCONJ
29,vuan,VERB
29,nga,ADP
29,një,DET
29,sëmundje,NOUN
29,ajo,PRON
29,vdes,VERB
29,e,CCONJ
29,ndërsa,CCONJ
29,Alberti,PROPN
29,endet,VERB
29,i,DET
29,vetmuar,ADJ
29,.,PUNCT
30,"""",PUNCT
30,Zhizel,PROPN
30,"""",PUNCT
30,është,VERB
30,produksioni,NOUN
30,i,DET
30,parë,ADJ
30,me,ADP
30,të,DET
30,cilën,PRON
30,drejtoresha,NOUN
30,e,DET
30,Baletit,PROPN
30,Sabrina,PROPN
30,Bosco,PROPN
30,prezantohet,VERB
30,në,ADP
30,Operan,PROPN
30,shqiptare,ADJ
30,.,PUNCT
31,Ajo,PRON
31,shprehet,VERB
31,se,SCONJ
31,në,ADP
31,këtë,PRON
31,balet,NOUN
31,përpos,ADP
31,teknikës,NOUN
31,",",PUNCT
31,një,DET
31,vëmendje,NOUN
31,të,DET
31,veçantë,ADJ
31,i,PRON
31,kanë,AUX
31,kushtuar,VERB
31,edhe,PART
31,interpretimit,NOUN
31,.,PUNCT
32,Kryevepra,NOUN
32,e,DET
32,baletit,NOUN
32,klasik,ADJ
32,"""",PUNCT
32,Zhizel,PROPN
32,"""",PUNCT
32,vjen,VERB
32,për,ADP
32,publikun,NOUN
32,në,ADP
32,datat,NOUN
32,5,NUM
32,",",PUNCT
32,6,NUM
32,dhe,CCONJ
32,7,NUM
32,shkurt,NOUN
32,.,PUNCT
33,Gazetare,NOUN
33,:,PUNCT
33,Katerina,PROPN
33,Kule,PROPN
34,Xhon,PROPN
34,Xhost,PROPN
34,:,PUNCT
34,Arti,NOUN
34,e,PRON
34,ka,AUX
34,humbur,VERB
34,pavarësinë,NOUN
34,",",PUNCT
34,aq,ADV
34,sa,ADV
34,edhe,PART
34,Trampi,PROPN
34,ka,VERB
34,për,PART
34,t,_
34,',PUNCT
34,u,_
34,rizgjedhur,VERB
34,31,NUM
34,/,PUNCT
34,01,NUM
34,/,PUNCT
34,2024,NUM
34,Ky,PRON
34,është,VERB
34,profili,NOUN
34,i,DET
34,një,DET
34,vetmitari,NOUN
34,të,DET
34,kinemasë,NOUN
34,indipendente,ADJ
34,amerikane,ADJ
34,",",PUNCT
34,Xhon,PROPN
34,Xhost,PROPN
34,(,PUNCT
34,Jon,PROPN
34,Jost,PROPN
34,),PUNCT
34,",",PUNCT
34,artist,NOUN
34,jo,PART
34,i,DET
34,zakontë,ADJ
34,.,PUNCT
35,Ai,PRON
35,ndodhet,VERB
35,në,ADP
35,rezidencë,NOUN
35,artistike,ADJ
35,në,ADP
35,Tiranë,PROPN
35,dhe,CCONJ
35,në,ADP
35,kuadër,NOUN
35,të,DET
35,Kinematekës,PROPN
35,Shqiptare,ADJ
35,",",PUNCT
35,publiku,NOUN
35,ka,VERB
35,mundësi,NOUN
35,të,PART
35,ndjekë,VERB
35,prej,ADP
35,retrospektivës,NOUN
35,së,DET
35,tij,PRON
35,filmike,ADJ
35,"""",PUNCT
35,In,PROPN
35,the,PROPN
35,Rays,PROPN
35,of,PROPN
35,Light,PROPN
35,of,PROPN
35,Ria,PROPN
35,Formosa,PROPN
35,"""",PUNCT
35,(,PUNCT
35,1997,NUM
35,),PUNCT
35,më,ADP
35,31,NUM
35,janar,NOUN
35,dhe,CCONJ
35,më,ADP
35,3,NUM
35,shkurt,NOUN
35,",",PUNCT
35,dy,NUM
35,filma,NOUN
35,tronditës,NOUN
35,:,PUNCT
35,"""",PUNCT
35,Last,PROPN
35,chants,PROPN
35,for,PROPN
35,a,PROPN
35,slow,PROPN
35,dance,PROPN
35,"""",PUNCT
35,(,PUNCT
35,1977,NUM
35,),PUNCT
35,dhe,CCONJ
35,"""",PUNCT
35,The,PROPN
35,bed,PROPN
35,you,_
35,sleep,X
35,in,X
35,"""",PUNCT
35,(,PUNCT
35,1993,NUM
35,),PUNCT
35,.,PUNCT
36,Intervista,PROPN
36,në,ADP
36,"""",PUNCT
36,Artes,PROPN
36,"""",PUNCT
36,nga,ADP
36,Elsa,PROPN
36,Demo,PROPN
36,me,ADP
36,Xhon,PROPN
36,Xhostin,PROPN
36,Elsa,PROPN
36,Demo,PROPN
36,:,PUNCT
36,Ka,AUX
36,qenë,VERB
36,kënaqësi,NOUN
36,të,PART
36,shihja,VERB
36,disa,PRON
36,nga,ADP
36,filmat,NOUN
36,tuaj,PRON
36,të,DET
36,realizuar,ADJ
36,prej,ADP
36,viteve,NOUN
36,shtatëdhjetë,NUM
36,e,CCONJ
36,deri,ADP
36,më,PART
36,sot,ADV
36,.,PUNCT
37,Para,ADP
37,së,DET
37,gjithash,PRON
37,doja,VERB
37,të,PART
37,dija,VERB
37,:,PUNCT
37,cili,PRON
37,është,VERB
37,kuptimi,NOUN
37,juaj,PRON
37,për,ADP
37,"""",PUNCT
37,shtëpinë,NOUN
37,"""",PUNCT
37,.,PUNCT
38,Pyes,VERB
38,",",PUNCT
38,sepse,SCONJ
38,ju,PRON
38,jeni,VERB
38,udhëtar,NOUN
38,",",PUNCT
38,keni,AUX
38,udhëtuar,VERB
38,mjaft,ADV
38,",",PUNCT
38,midis,ADP
38,Amerikës,PROPN
38,dhe,CCONJ
38,Evropës,PROPN
38,",",PUNCT
38,kryesisht,ADV
38,.,PUNCT
39,Xhon,PROPN
39,Xhost,PROPN
39,:,PUNCT
39,Njerëzit,NOUN
39,më,PRON
39,pyesin,VERB
39,shpesh,ADV
39,ku,ADV
39,e,PRON
39,kam,VERB
39,shtëpinë,NOUN
39,dhe,CCONJ
39,unë,PRON
39,iu,PRON
39,përgjigjem,VERB
39,:,PUNCT
39,shtëpia,NOUN
39,ime,PRON
39,është,VERB
39,atje,ADV
39,ku,ADV
39,jam,VERB
39,unë,PRON
39,.,PUNCT
40,Në,ADP
40,të,DET
40,vërtetë,NOUN
40,",",PUNCT
40,unë,PRON
40,nuk,PART
40,kam,VERB
40,shtëpi,NOUN
40,",",PUNCT
40,nuk,PART
40,kam,VERB
40,një,DET
40,vend,NOUN
40,timin,NOUN
40,",",PUNCT
40,nuk,PART
40,kam,VERB
40,ku,ADV
40,të,PART
40,kthehem,VERB
40,",",PUNCT
40,një,DET
40,bazë,NOUN
40,apo,CCONJ
40,diçka,PRON
40,të,DET
40,tillë,PRON
40,.,PUNCT
41,Kam,VERB
41,miq,NOUN
41,në,ADP
41,Amerikë,PROPN
41,ku,ADV
41,mund,AUX
41,të,PART
41,qëndroj,VERB
41,",",PUNCT
41,por,CCONJ
41,jo,PART
41,një,DET
41,hapësirë,NOUN
41,timen,PRON
41,.,PUNCT
42,Kjo,PRON
42,ka,AUX
42,ndodhur,VERB
42,që,SCONJ
42,kur,SCONJ
42,isha,VERB
42,fëmijë,NOUN
42,",",PUNCT
42,sepse,SCONJ
42,babai,NOUN
42,im,PRON
42,ishte,VERB
42,në,ADP
42,ushtri,NOUN
42,dhe,CCONJ
42,qarkullonte,VERB
42,",",PUNCT
42,kështu,ADV
42,që,PRON
42,e,PRON
42,humba,VERB
42,shtëpinë,NOUN
42,natyrale,ADJ
42,.,PUNCT
43,Mund,AUX
43,të,PART
43,them,VERB
43,edhe,CCONJ
43,që,SCONJ
43,shtëpia,NOUN
43,ime,PRON
43,është,VERB
43,në,ADP
43,rrugë,NOUN
43,",",PUNCT
43,është,VERB
43,atje,ADV
43,ku,ADV
43,unë,PRON
43,ndodhem,VERB
43,.,PUNCT
44,Pra,PART
44,",",PUNCT
44,për,ADP
44,momentin,NOUN
44,",",PUNCT
44,Tirana,PROPN
44,është,VERB
44,shtëpia,NOUN
44,ime,PRON
44,.,PUNCT
45,E,NOUN
45,.,PUNCT
46,D,PUNCT
46,:,PUNCT
46,Gjermania,PROPN
46,është,VERB
46,vendi,NOUN
46,i,DET
46,parë,ADJ
46,ku,ADV
46,jeni,AUX
46,takuar,VERB
46,me,ADP
46,kinemanë,NOUN
46,?,PUNCT
47,Xh,PROPN
47,.,PUNCT
48,Xh,PROPN
48,:,PUNCT
48,Jo,PART
48,",",PUNCT
48,në,ADP
48,fakt,NOUN
48,.,PUNCT
49,Varet,VERB
49,dhe,CCONJ
49,çfarë,PRON
49,quajmë,VERB
49,"""",PUNCT
49,takim,PROPN
49,"""",PUNCT
49,.,PUNCT
50,Kur,SCONJ
50,isha,VERB
50,fëmijë,NOUN
50,kam,AUX
50,jetuar,VERB
50,në,ADP
50,periferi,NOUN
50,të,DET
50,Augsburgut,PROPN
50,",",PUNCT
50,pas,ADP
50,lufte,NOUN
50,",",PUNCT
50,ndoshta,ADV
50,në,ADP
50,vitin,NOUN
50,1953,NUM
50,",",PUNCT
50,që,PRON
50,kishte,AUX
50,qenë,VERB
50,bazë,NOUN
50,ushtarake,ADJ
50,dhe,CCONJ
50,ne,PRON
50,jetonim,VERB
50,në,ADP
50,rrethinat,NOUN
50,e,DET
50,gjermanëve,NOUN
50,.,PUNCT
51,Shoqërohesha,VERB
51,me,ADP
51,një,DET
51,fëmijë,NOUN
51,gjerman,ADJ
51,",",PUNCT
51,i,DET
51,moshës,NOUN
51,sime,PRON
51,.,PUNCT
52,Babai,NOUN
52,i,DET
52,tij,PRON
52,kishte,VERB
52,dhe,CCONJ
52,drejtonte,VERB
52,të,PART
52,vetmen,PRON
52,kinema,NOUN
52,në,ADP
52,qytet,NOUN
52,.,PUNCT
53,Të,DET
53,shtunave,NOUN
53,pasdite,NOUN
53,shkonim,VERB
53,të,PART
53,shihnim,VERB
53,filma,NOUN
53,uestern,ADJ
53,amerikanë,ADJ
53,të,DET
53,dubluar,ADJ
53,gjermanisht,ADV
53,.,PUNCT
54,Mund,AUX
54,të,PART
54,hyja,VERB
54,edhe,PART
54,në,ADP
54,kabinën,NOUN
54,e,DET
54,projektimit,NOUN
54,.,PUNCT
55,Ndoshta,SCONJ
55,këto,PRON
55,ishin,VERB
55,fragmentet,NOUN
55,e,DET
55,mia,PRON
55,të,DET
55,para,ADJ
55,me,ADP
55,kinemanë,NOUN
55,",",PUNCT
55,edhe,CCONJ
55,pse,SCONJ
55,nuk,PART
55,e,PRON
55,mbaj,VERB
55,mend,NOUN
55,të,PART
55,ketë,AUX
55,qenë,VERB
55,në,ADP
55,formën,NOUN
55,:,PUNCT
55,oh,PROPN
55,",",PUNCT
55,këtë,PRON
55,dua,VERB
55,të,PART
55,bëj,VERB
55,!,PUNCT
56,Thjesht,ADV
56,ndodhi,VERB
56,që,SCONJ
56,të,PART
56,shkoja,VERB
56,atje,ADV
56,.,PUNCT
57,E,NOUN
57,.,PUNCT
58,D,PUNCT
58,:,PUNCT
58,Mund,AUX
58,të,PART
58,përmendnit,VERB
58,emra,NOUN
58,kineastësh,NOUN
58,që,PRON
58,ju,PRON
58,kanë,AUX
58,mbetur,VERB
58,në,ADP
58,mend,NOUN
58,nga,ADP
58,kjo,PRON
58,kohë,NOUN
58,?,PUNCT
59,Xh,PROPN
59,.,PUNCT
60,Xh,PROPN
60,:,PUNCT
60,Nuk,PART
60,do,PART
60,mundja,NOUN
60,.,PUNCT
61,Nuk,PART
61,jam,VERB
61,amator,ADJ
61,kinemaje,NOUN
61,.,PUNCT
62,Nuk,PART
62,shkoj,VERB
62,në,ADP
62,kinema,NOUN
62,.,PUNCT
63,Nuk,PART
63,e,PRON
63,di,VERB
63,as,CCONJ
63,pse,SCONJ
63,nisa,VERB
63,të,PART
63,bëja,VERB
63,filma,NOUN
63,.,PUNCT
64,Nuk,PART
64,jam,VERB
64,rasti,NOUN
64,i,DET
64,Spilbergut,PROPN
64,që,PRON
